period,fuel-name,state-name,value,value-units
1986,Coal,Connecticut,.019117,million metric tons of CO2
1986,Petroleum,Connecticut,1.898082,million metric tons of CO2
1986,Natural Gas,Connecticut,.924178,million metric tons of CO2
1986,All Fuels,Connecticut,2.841377,million metric tons of CO2
1986,All Fuels,Connecticut,39.532702,million metric tons of CO2
1986,Coal,Connecticut,2.018752,million metric tons of CO2
1986,Petroleum,Connecticut,33.247603,million metric tons of CO2
1986,Natural Gas,Connecticut,4.266347,million metric tons of CO2
1987,Coal,Connecticut,.014501,million metric tons of CO2
1987,Petroleum,Connecticut,6.03236,million metric tons of CO2
1987,Natural Gas,Connecticut,1.975207,million metric tons of CO2
1987,All Fuels,Connecticut,8.022068,million metric tons of CO2
1987,Coal,Connecticut,.048495,million metric tons of CO2
1987,Petroleum,Connecticut,2.346109,million metric tons of CO2
1987,Natural Gas,Connecticut,1.507677,million metric tons of CO2
1987,All Fuels,Connecticut,3.902281,million metric tons of CO2
1987,Coal,Connecticut,0,million metric tons of CO2
1987,Petroleum,Connecticut,14.841195,million metric tons of CO2
1987,Natural Gas,Connecticut,.053338,million metric tons of CO2
1987,All Fuels,Connecticut,14.894533,million metric tons of CO2
1987,Coal,Connecticut,1.966183,million metric tons of CO2
1987,Petroleum,Connecticut,7.4217,million metric tons of CO2
1987,Natural Gas,Connecticut,.401733,million metric tons of CO2
1987,All Fuels,Connecticut,9.789616,million metric tons of CO2
1987,Coal,Connecticut,.006435,million metric tons of CO2
1987,Petroleum,Connecticut,2.076751,million metric tons of CO2
1987,Natural Gas,Connecticut,1.034828,million metric tons of CO2
1987,All Fuels,Connecticut,3.118015,million metric tons of CO2
1987,All Fuels,Connecticut,39.726512,million metric tons of CO2
1987,Coal,Connecticut,2.035614,million metric tons of CO2
1987,Petroleum,Connecticut,32.718116,million metric tons of CO2
1987,Natural Gas,Connecticut,4.972783,million metric tons of CO2
1988,Coal,Connecticut,.00605,million metric tons of CO2
1988,Petroleum,Connecticut,6.784987,million metric tons of CO2
1988,Natural Gas,Connecticut,2.160512,million metric tons of CO2
1988,All Fuels,Connecticut,8.951549,million metric tons of CO2
1988,Coal,Connecticut,.021415,million metric tons of CO2
1988,Petroleum,Connecticut,2.295974,million metric tons of CO2
1988,Natural Gas,Connecticut,1.49983,million metric tons of CO2
1988,All Fuels,Connecticut,3.817218,million metric tons of CO2
1988,Coal,Connecticut,0,million metric tons of CO2
1988,Petroleum,Connecticut,15.420797,million metric tons of CO2
1988,Natural Gas,Connecticut,.029426,million metric tons of CO2
1988,All Fuels,Connecticut,15.450223,million metric tons of CO2
1988,Coal,Connecticut,2.133392,million metric tons of CO2
1988,Petroleum,Connecticut,8.724849,million metric tons of CO2
1988,Natural Gas,Connecticut,.068873,million metric tons of CO2
1988,All Fuels,Connecticut,10.927114,million metric tons of CO2
1988,Coal,Connecticut,.037571,million metric tons of CO2
1988,Petroleum,Connecticut,2.04741,million metric tons of CO2
1988,Natural Gas,Connecticut,1.016682,million metric tons of CO2
1988,All Fuels,Connecticut,3.101663,million metric tons of CO2
1988,All Fuels,Connecticut,42.247767,million metric tons of CO2
1988,Coal,Connecticut,2.198427,million metric tons of CO2
1988,Petroleum,Connecticut,35.274016,million metric tons of CO2
1988,Natural Gas,Connecticut,4.775323,million metric tons of CO2
1989,Coal,Connecticut,.00605,million metric tons of CO2
1989,Petroleum,Connecticut,7.089994,million metric tons of CO2
1989,Natural Gas,Connecticut,2.230976,million metric tons of CO2
1989,All Fuels,Connecticut,9.327019,million metric tons of CO2
1989,Coal,Connecticut,.022663,million metric tons of CO2
1989,Petroleum,Connecticut,2.578596,million metric tons of CO2
1989,Natural Gas,Connecticut,1.687839,million metric tons of CO2
1989,All Fuels,Connecticut,4.289098,million metric tons of CO2
1989,Coal,Connecticut,0,million metric tons of CO2
1989,Petroleum,Connecticut,15.541708,million metric tons of CO2
1991,Petroleum,Mississippi,.411595,million metric tons of CO2
1991,Natural Gas,Mississippi,1.406019,million metric tons of CO2
1991,All Fuels,Mississippi,1.817614,million metric tons of CO2
1991,Coal,Mississippi,.000193,million metric tons of CO2
1991,Petroleum,Mississippi,.357932,million metric tons of CO2
1991,Natural Gas,Mississippi,.968641,million metric tons of CO2
1991,All Fuels,Mississippi,1.326766,million metric tons of CO2
1991,Coal,Mississippi,0,million metric tons of CO2
1991,Petroleum,Mississippi,20.057619,million metric tons of CO2
1991,Natural Gas,Mississippi,1.891293,million metric tons of CO2
1991,All Fuels,Mississippi,21.948912,million metric tons of CO2
1991,Coal,Mississippi,8.538581,million metric tons of CO2
1991,Petroleum,Mississippi,.318099,million metric tons of CO2
1991,Natural Gas,Mississippi,3.389238,million metric tons of CO2
1991,All Fuels,Mississippi,12.245918,million metric tons of CO2
1991,Coal,Mississippi,.534043,million metric tons of CO2
1991,Petroleum,Mississippi,4.528292,million metric tons of CO2
1991,Natural Gas,Mississippi,5.699371,million metric tons of CO2
1991,All Fuels,Mississippi,10.761706,million metric tons of CO2
1991,All Fuels,Mississippi,48.100916,million metric tons of CO2
1991,Coal,Mississippi,9.072817,million metric tons of CO2
1991,Petroleum,Mississippi,25.673538,million metric tons of CO2
1991,Natural Gas,Mississippi,13.354561,million metric tons of CO2
1992,Coal,Mississippi,.000097,million metric tons of CO2
1992,Petroleum,Mississippi,.382477,million metric tons of CO2
1992,Natural Gas,Mississippi,1.477334,million metric tons of CO2
1992,All Fuels,Mississippi,1.859908,million metric tons of CO2
1992,Coal,Mississippi,.00058,million metric tons of CO2
1992,Petroleum,Mississippi,.353382,million metric tons of CO2
1992,Natural Gas,Mississippi,1.000749,million metric tons of CO2
1992,All Fuels,Mississippi,1.354712,million metric tons of CO2
1992,Coal,Mississippi,0,million metric tons of CO2
1992,Petroleum,Mississippi,20.952629,million metric tons of CO2
1992,Natural Gas,Mississippi,1.856059,million metric tons of CO2
1992,All Fuels,Mississippi,22.808688,million metric tons of CO2
1992,Coal,Mississippi,7.716632,million metric tons of CO2
1992,Petroleum,Mississippi,.306046,million metric tons of CO2
1992,Natural Gas,Mississippi,2.94937,million metric tons of CO2
1992,All Fuels,Mississippi,10.972048,million metric tons of CO2
1992,Coal,Mississippi,.547301,million metric tons of CO2
1992,Petroleum,Mississippi,4.897839,million metric tons of CO2
1992,Natural Gas,Mississippi,5.735232,million metric tons of CO2
1992,All Fuels,Mississippi,11.180372,million metric tons of CO2
1992,All Fuels,Mississippi,48.175728,million metric tons of CO2
2001,Natural Gas,Oregon,4.467518,million metric tons of CO2
2001,All Fuels,Oregon,8.679041,million metric tons of CO2
2001,Coal,Oregon,0,million metric tons of CO2
2001,Petroleum,Oregon,1.798434,million metric tons of CO2
2001,Natural Gas,Oregon,3.623686,million metric tons of CO2
2001,All Fuels,Oregon,5.42212,million metric tons of CO2
2001,All Fuels,Oregon,40.63234,million metric tons of CO2
2001,Coal,Oregon,4.13254,million metric tons of CO2
2001,Petroleum,Oregon,24.196368,million metric tons of CO2
2001,Natural Gas,Oregon,12.303432,million metric tons of CO2
2002,Coal,Oregon,0,million metric tons of CO2
2002,Petroleum,Oregon,.623568,million metric tons of CO2
2002,Natural Gas,Oregon,2.11399,million metric tons of CO2
2002,All Fuels,Oregon,2.737558,million metric tons of CO2
2002,Coal,Oregon,0,million metric tons of CO2
2002,Petroleum,Oregon,.584037,million metric tons of CO2
2002,Natural Gas,Oregon,1.507711,million metric tons of CO2
2002,All Fuels,Oregon,2.091748,million metric tons of CO2
2002,Coal,Oregon,0,million metric tons of CO2
2002,Petroleum,Oregon,21.516625,million metric tons of CO2
2002,Natural Gas,Oregon,.499847,million metric tons of CO2
2002,All Fuels,Oregon,22.016472,million metric tons of CO2
2002,Coal,Oregon,3.497337,million metric tons of CO2
2002,Petroleum,Oregon,.006047,million metric tons of CO2
2002,Natural Gas,Oregon,3.013247,million metric tons of CO2
2002,All Fuels,Oregon,6.516631,million metric tons of CO2
2002,Coal,Oregon,.105154,million metric tons of CO2
2002,Petroleum,Oregon,1.965669,million metric tons of CO2
1983,Petroleum,Texas,1.743816,million metric tons of CO2
1983,Natural Gas,Texas,64.643256,million metric tons of CO2
1983,All Fuels,Texas,156.827488,million metric tons of CO2
1983,Coal,Texas,6.234061,million metric tons of CO2
1983,Petroleum,Texas,77.913546,million metric tons of CO2
1983,Natural Gas,Texas,82.279996,million metric tons of CO2
1983,All Fuels,Texas,166.427603,million metric tons of CO2
1983,All Fuels,Texas,488.205417,million metric tons of CO2
1983,Coal,Texas,96.674477,million metric tons of CO2
1983,Petroleum,Texas,218.468934,million metric tons of CO2
1983,Natural Gas,Texas,173.062007,million metric tons of CO2
1984,Coal,Texas,0,million metric tons of CO2
1984,Petroleum,Texas,1.256536,million metric tons of CO2
1984,Natural Gas,Texas,12.693412,million metric tons of CO2
1984,All Fuels,Texas,13.949949,million metric tons of CO2
1984,Coal,Texas,0,million metric tons of CO2
1984,Petroleum,Texas,4.804281,million metric tons of CO2
1984,Natural Gas,Texas,9.13243,million metric tons of CO2
1984,All Fuels,Texas,13.936711,million metric tons of CO2
1984,Coal,Texas,0,million metric tons of CO2
1984,Petroleum,Texas,132.322253,million metric tons of CO2
1984,Natural Gas,Texas,5.9472,million metric tons of CO2
1984,All Fuels,Texas,138.269454,million metric tons of CO2
1984,Coal,Texas,93.381129,million metric tons of CO2
1984,Petroleum,Texas,.425055,million metric tons of CO2
1984,Natural Gas,Texas,69.103405,million metric tons of CO2
1984,All Fuels,Texas,162.909589,million metric tons of CO2
1984,Coal,Texas,8.755946,million metric tons of CO2
1984,Petroleum,Texas,81.89015,million metric tons of CO2
1984,Natural Gas,Texas,87.639146,million metric tons of CO2
1984,All Fuels,Texas,178.285241,million metric tons of CO2
1984,All Fuels,Texas,507.350943,million metric tons of CO2
1984,Coal,Texas,102.137075,million metric tons of CO2
1984,Petroleum,Texas,220.698276,million metric tons of CO2
1984,Natural Gas,Texas,184.515593,million metric tons of CO2
1985,Coal,Texas,.003361,million metric tons of CO2
1985,Petroleum,Texas,1.641289,million metric tons of CO2
1985,Natural Gas,Texas,11.71689,million metric tons of CO2
1985,All Fuels,Texas,13.36154,million metric tons of CO2
1985,Coal,Texas,.011812,million metric tons of CO2
1985,Petroleum,Texas,4.354721,million metric tons of CO2
1985,Natural Gas,Texas,8.361625,million metric tons of CO2
1985,All Fuels,Texas,12.728158,million metric tons of CO2
1985,Coal,Texas,0,million metric tons of CO2
1985,Petroleum,Texas,138.131946,million metric tons of CO2
1985,Natural Gas,Texas,5.070727,million metric tons of CO2
1985,All Fuels,Texas,143.202673,million metric tons of CO2
1985,Coal,Texas,101.146753,million metric tons of CO2
1985,Petroleum,Texas,.750082,million metric tons of CO2
1985,Natural Gas,Texas,65.782126,million metric tons of CO2
1985,All Fuels,Texas,167.67896,million metric tons of CO2
1985,Coal,Texas,8.039952,million metric tons of CO2
1985,Petroleum,Texas,76.783206,million metric tons of CO2
1985,Natural Gas,Texas,91.202602,million metric tons of CO2
1985,All Fuels,Texas,176.02576,million metric tons of CO2
1985,All Fuels,Texas,512.997091,million metric tons of CO2
1985,Coal,Texas,109.201877,million metric tons of CO2
1985,Petroleum,Texas,221.661244,million metric tons of CO2
1985,Natural Gas,Texas,182.13397,million metric tons of CO2
1986,Coal,Texas,.007682,million metric tons of CO2
1986,Petroleum,Texas,1.466467,million metric tons of CO2
1986,Natural Gas,Texas,10.75797,million metric tons of CO2
1986,All Fuels,Texas,12.232119,million metric tons of CO2
1986,Coal,Texas,.025832,million metric tons of CO2
1986,Petroleum,Texas,3.136037,million metric tons of CO2
1986,Natural Gas,Texas,8.124891,million metric tons of CO2
1986,All Fuels,Texas,11.28676,million metric tons of CO2
1986,Coal,Texas,0,million metric tons of CO2
1986,Petroleum,Texas,142.180604,million metric tons of CO2
1986,Natural Gas,Texas,4.519478,million metric tons of CO2
1986,All Fuels,Texas,146.700082,million metric tons of CO2
1986,Coal,Texas,103.688942,million metric tons of CO2
1986,Petroleum,Texas,.380141,million metric tons of CO2
1986,Natural Gas,Texas,60.737856,million metric tons of CO2
1986,All Fuels,Texas,164.806939,million metric tons of CO2
1998,Natural Gas,Ohio,.990947,million metric tons of CO2
1998,All Fuels,Ohio,64.81269,million metric tons of CO2
1998,Coal,Ohio,123.643497,million metric tons of CO2
1998,Petroleum,Ohio,.278825,million metric tons of CO2
1998,Natural Gas,Ohio,.432238,million metric tons of CO2
1998,All Fuels,Ohio,124.35456,million metric tons of CO2
1998,Coal,Ohio,13.106142,million metric tons of CO2
1998,Petroleum,Ohio,10.993698,million metric tons of CO2
1998,Natural Gas,Ohio,17.505202,million metric tons of CO2
1998,All Fuels,Ohio,41.605042,million metric tons of CO2
1998,All Fuels,Ohio,260.698104,million metric tons of CO2
1998,Coal,Ohio,137.693037,million metric tons of CO2
1998,Petroleum,Ohio,79.099488,million metric tons of CO2
1998,Natural Gas,Ohio,43.905579,million metric tons of CO2
1999,Coal,Ohio,.059895,million metric tons of CO2
1999,Petroleum,Ohio,3.796399,million metric tons of CO2
1999,Natural Gas,Ohio,17.499675,million metric tons of CO2
1999,All Fuels,Ohio,21.355969,million metric tons of CO2
1999,Coal,Ohio,.43898,million metric tons of CO2
1999,Petroleum,Ohio,1.241643,million metric tons of CO2
1999,Natural Gas,Ohio,9.215406,million metric tons of CO2
1999,All Fuels,Ohio,10.896029,million metric tons of CO2
1999,Coal,Ohio,0,million metric tons of CO2
1999,Petroleum,Ohio,65.645542,million metric tons of CO2
1999,Natural Gas,Ohio,.982408,million metric tons of CO2
1999,All Fuels,Ohio,66.62795,million metric tons of CO2
1999,Coal,Ohio,118.590688,million metric tons of CO2
1999,Petroleum,Ohio,.433831,million metric tons of CO2
1999,Natural Gas,Ohio,.616411,million metric tons of CO2
1999,All Fuels,Ohio,119.64093,million metric tons of CO2
1999,Coal,Ohio,12.283156,million metric tons of CO2
1999,Petroleum,Ohio,11.870124,million metric tons of CO2
1999,Natural Gas,Ohio,17.189726,million metric tons of CO2
1999,All Fuels,Ohio,41.343005,million metric tons of CO2
1999,All Fuels,Ohio,259.863883,million metric tons of CO2
1999,Coal,Ohio,131.372719,million metric tons of CO2
1999,Petroleum,Ohio,82.987539,million metric tons of CO2
1999,Natural Gas,Ohio,45.503625,million metric tons of CO2
2000,Coal,Ohio,.054435,million metric tons of CO2
2000,Petroleum,Ohio,3.019148,million metric tons of CO2
2000,Natural Gas,Ohio,19.018374,million metric tons of CO2
2000,All Fuels,Ohio,22.091958,million metric tons of CO2
2000,Coal,Ohio,.440535,million metric tons of CO2
2000,Petroleum,Ohio,1.304523,million metric tons of CO2
2000,Natural Gas,Ohio,9.838616,million metric tons of CO2
2000,All Fuels,Ohio,11.583674,million metric tons of CO2
2000,Coal,Ohio,0,million metric tons of CO2
2000,Petroleum,Ohio,67.998802,million metric tons of CO2
2000,Natural Gas,Ohio,1.048188,million metric tons of CO2
2000,All Fuels,Ohio,69.04699,million metric tons of CO2
2000,Coal,Ohio,125.024749,million metric tons of CO2
2000,Petroleum,Ohio,.350517,million metric tons of CO2
2000,Natural Gas,Ohio,.547492,million metric tons of CO2
2000,All Fuels,Ohio,125.922757,million metric tons of CO2
2000,Coal,Ohio,10.367543,million metric tons of CO2
2000,Petroleum,Ohio,9.797632,million metric tons of CO2
2000,Natural Gas,Ohio,17.9376,million metric tons of CO2
2000,All Fuels,Ohio,38.102775,million metric tons of CO2
2000,All Fuels,Ohio,266.748155,million metric tons of CO2
2000,Coal,Ohio,135.887262,million metric tons of CO2
2000,Petroleum,Ohio,82.470623,million metric tons of CO2
2000,Natural Gas,Ohio,48.39027,million metric tons of CO2
2001,Coal,Ohio,.058131,million metric tons of CO2
2001,Petroleum,Ohio,2.410651,million metric tons of CO2
2001,Natural Gas,Ohio,17.050596,million metric tons of CO2
2001,All Fuels,Ohio,19.519377,million metric tons of CO2
2001,Coal,Ohio,.470098,million metric tons of CO2
2001,Petroleum,Ohio,1.157463,million metric tons of CO2
2001,Natural Gas,Ohio,9.535965,million metric tons of CO2
2001,All Fuels,Ohio,11.163527,million metric tons of CO2
2001,Coal,Ohio,0,million metric tons of CO2
2001,Petroleum,Ohio,67.621003,million metric tons of CO2
2001,Natural Gas,Ohio,.885911,million metric tons of CO2
2001,All Fuels,Ohio,68.506914,million metric tons of CO2
2001,Coal,Ohio,118.478248,million metric tons of CO2
2001,Petroleum,Ohio,.347099,million metric tons of CO2
2001,Natural Gas,Ohio,.569594,million metric tons of CO2
2001,All Fuels,Ohio,119.394941,million metric tons of CO2
2001,Coal,Ohio,10.628857,million metric tons of CO2
2001,Petroleum,Ohio,12.137318,million metric tons of CO2
2001,Natural Gas,Ohio,15.573403,million metric tons of CO2
2001,All Fuels,Ohio,38.339578,million metric tons of CO2
2001,All Fuels,Ohio,256.924337,million metric tons of CO2
1996,Petroleum,Tennessee,4.066634,million metric tons of CO2
1996,Natural Gas,Tennessee,6.62533,million metric tons of CO2
1996,All Fuels,Tennessee,19.357818,million metric tons of CO2
1996,All Fuels,Tennessee,119.622179,million metric tons of CO2
1996,Coal,Tennessee,61.788724,million metric tons of CO2
1996,Petroleum,Tennessee,42.784742,million metric tons of CO2
1996,Natural Gas,Tennessee,15.048713,million metric tons of CO2
1997,Coal,Tennessee,.03427,million metric tons of CO2
1997,Petroleum,Tennessee,.871594,million metric tons of CO2
1997,Natural Gas,Tennessee,3.508266,million metric tons of CO2
1997,All Fuels,Tennessee,4.41413,million metric tons of CO2
1997,Coal,Tennessee,.277101,million metric tons of CO2
1997,Petroleum,Tennessee,.581104,million metric tons of CO2
1997,Natural Gas,Tennessee,3.01521,million metric tons of CO2
1997,All Fuels,Tennessee,3.873415,million metric tons of CO2
1997,Coal,Tennessee,0,million metric tons of CO2
1997,Petroleum,Tennessee,37.345833,million metric tons of CO2
1997,Natural Gas,Tennessee,1.27336,million metric tons of CO2
1997,All Fuels,Tennessee,38.619193,million metric tons of CO2
1997,Coal,Tennessee,55.766862,million metric tons of CO2
1997,Petroleum,Tennessee,.161373,million metric tons of CO2
1997,Natural Gas,Tennessee,.088445,million metric tons of CO2
1997,All Fuels,Tennessee,56.016681,million metric tons of CO2
1997,Coal,Tennessee,8.528446,million metric tons of CO2
1997,Petroleum,Tennessee,4.070769,million metric tons of CO2
1997,Natural Gas,Tennessee,7.264683,million metric tons of CO2
1997,All Fuels,Tennessee,19.863898,million metric tons of CO2
1997,All Fuels,Tennessee,122.787316,million metric tons of CO2
1997,Coal,Tennessee,64.606678,million metric tons of CO2
1997,Petroleum,Tennessee,43.030673,million metric tons of CO2
1997,Natural Gas,Tennessee,15.149965,million metric tons of CO2
1998,Coal,Tennessee,.00688,million metric tons of CO2
1998,Petroleum,Tennessee,.829516,million metric tons of CO2
1998,Natural Gas,Tennessee,3.241467,million metric tons of CO2
1998,All Fuels,Tennessee,4.077863,million metric tons of CO2
1998,Coal,Tennessee,.055325,million metric tons of CO2
1998,Petroleum,Tennessee,.615095,million metric tons of CO2
1998,Natural Gas,Tennessee,2.859828,million metric tons of CO2
1998,All Fuels,Tennessee,3.530248,million metric tons of CO2
1998,Coal,Tennessee,0,million metric tons of CO2
1998,Petroleum,Tennessee,38.601969,million metric tons of CO2
1998,Natural Gas,Tennessee,.900081,million metric tons of CO2
1998,All Fuels,Tennessee,39.50205,million metric tons of CO2
1998,Coal,Tennessee,53.727729,million metric tons of CO2
1998,Petroleum,Tennessee,.623011,million metric tons of CO2
1998,Natural Gas,Tennessee,.336285,million metric tons of CO2
1998,All Fuels,Tennessee,54.687025,million metric tons of CO2
1998,Coal,Tennessee,8.137581,million metric tons of CO2
1998,Petroleum,Tennessee,4.55057,million metric tons of CO2
1998,Natural Gas,Tennessee,7.544929,million metric tons of CO2
1998,All Fuels,Tennessee,20.23308,million metric tons of CO2
1998,All Fuels,Tennessee,122.030267,million metric tons of CO2
1998,Coal,Tennessee,61.927515,million metric tons of CO2
1998,Petroleum,Tennessee,45.220161,million metric tons of CO2
1998,Natural Gas,Tennessee,14.882591,million metric tons of CO2
1999,Coal,Tennessee,.029138,million metric tons of CO2
1999,Petroleum,Tennessee,.969171,million metric tons of CO2
1999,Natural Gas,Tennessee,3.297897,million metric tons of CO2
1999,All Fuels,Tennessee,4.296207,million metric tons of CO2
1999,Coal,Tennessee,.213872,million metric tons of CO2
1999,Petroleum,Tennessee,.623977,million metric tons of CO2
1999,Natural Gas,Tennessee,2.862868,million metric tons of CO2
1999,All Fuels,Tennessee,3.700716,million metric tons of CO2
1999,Coal,Tennessee,0,million metric tons of CO2
1999,Petroleum,Tennessee,39.887936,million metric tons of CO2
1999,Natural Gas,Tennessee,.831513,million metric tons of CO2
1999,All Fuels,Tennessee,40.719449,million metric tons of CO2
1999,Coal,Tennessee,53.613509,million metric tons of CO2
1999,Petroleum,Tennessee,.448251,million metric tons of CO2
1999,Natural Gas,Tennessee,.318809,million metric tons of CO2
1999,All Fuels,Tennessee,54.38057,million metric tons of CO2
1999,Coal,Tennessee,7.808662,million metric tons of CO2
1999,Petroleum,Tennessee,4.419439,million metric tons of CO2
1999,Natural Gas,Tennessee,7.526176,million metric tons of CO2
1999,All Fuels,Tennessee,19.754277,million metric tons of CO2
1999,All Fuels,Tennessee,122.851218,million metric tons of CO2
1999,Coal,Tennessee,61.665182,million metric tons of CO2
2006,All Fuels,Ohio,17.242462,million metric tons of CO2
2006,Coal,Ohio,.232147,million metric tons of CO2
2006,Petroleum,Ohio,1.078439,million metric tons of CO2
2006,Natural Gas,Ohio,8.096101,million metric tons of CO2
2006,All Fuels,Ohio,9.406688,million metric tons of CO2
2006,Coal,Ohio,0,million metric tons of CO2
2006,Petroleum,Ohio,71.033062,million metric tons of CO2
2006,Natural Gas,Ohio,.696206,million metric tons of CO2
2006,All Fuels,Ohio,71.729268,million metric tons of CO2
2006,Coal,Ohio,127.626157,million metric tons of CO2
2006,Petroleum,Ohio,1.324982,million metric tons of CO2
2006,Natural Gas,Ohio,1.267178,million metric tons of CO2
2006,All Fuels,Ohio,130.218317,million metric tons of CO2
2006,Coal,Ohio,10.347699,million metric tons of CO2
2006,Petroleum,Ohio,11.029283,million metric tons of CO2
2006,Natural Gas,Ohio,15.306732,million metric tons of CO2
2006,All Fuels,Ohio,36.683714,million metric tons of CO2
2006,All Fuels,Ohio,265.280449,million metric tons of CO2
2006,Coal,Ohio,138.228919,million metric tons of CO2
2006,Petroleum,Ohio,86.683304,million metric tons of CO2
2006,Natural Gas,Ohio,40.368226,million metric tons of CO2
2007,Coal,Ohio,.032396,million metric tons of CO2
2007,Petroleum,Ohio,2.397084,million metric tons of CO2
2007,Natural Gas,Ohio,16.474905,million metric tons of CO2
2007,All Fuels,Ohio,18.904385,million metric tons of CO2
2007,Coal,Ohio,.291945,million metric tons of CO2
2007,Petroleum,Ohio,1.193948,million metric tons of CO2
2010,Petroleum,Pennsylvania,83.711955,million metric tons of CO2
2010,Natural Gas,Pennsylvania,47.790878,million metric tons of CO2
2011,Coal,Pennsylvania,0,million metric tons of CO2
2011,Petroleum,Pennsylvania,7.389722,million metric tons of CO2
2011,Natural Gas,Pennsylvania,12.111598,million metric tons of CO2
2011,All Fuels,Pennsylvania,19.50132,million metric tons of CO2
2011,Coal,Pennsylvania,.411007,million metric tons of CO2
2011,Petroleum,Pennsylvania,2.130327,million metric tons of CO2
